,text,favourite_count,retweet_count,created_at,username,location
102,#Mucormycosis: The #BlackFungus Affecting COVID-19 Patients https://t.co/eLsW0cmGxb via @boomlive_in #India,0,0,2021-05-10 15:12:35,Janice Dash,"iPhone: 0.000000,0.000000"
103,Mucormycosis is usually most aggressive in patients with weakened immune systems. #FMTNews #India #Virus #Health  https://t.co/amZulqQYLX,3,2,2021-05-10 15:12:09,Free Malaysia Today,Malaysia
104,"Kohli gets shot of Covid-19 vaccine - Window To News https://t.co/AIZCk5M7mn 

#India,#Covid,#vaccine",0,0,2021-05-10 15:11:48,Window To News,"Bhopal, India"
105,"Even as a deadly second wave of #Covid-19 ravages #India, doctors are now reporting a rash of cases involving a rare infection - also called the ""black #fungus"" - among recovering and recovered Covid-19 patients.

#COVID19 #CoronaVirus #pandemic https://t.co/pa5WemxXxE",0,0,2021-05-10 15:08:09,"Rajat N Agrawal, MD","California, USA"
106,"BIG mistake in #India! Modi allowed large religious &amp; political gatherings earlier when cases fell below 10,000 per day! Check out more here: India’s COVID-19 Crisis Through the Lens of Positive Peace - Click ☛  https://t.co/Y8pyssHwj5 via @impakterdotcom @GlobPeaceIndex",0,1,2021-05-10 15:08:01,Claude Forthomme,Italy
107,"@BlueStates2022 @JordanSchachtel Questioning claims about something is perfectly healthy.  It does not equate into a claim that something is fake or a scam.

That you have to invoke #india illustrates the quite limited ""danger"" of this virus.  

https://t.co/g52gxcgJ7M",0,0,2021-05-10 15:08:00,166,"East of Vernal, West of Minsk"
108,Worldview: 3 Pakistani Soldiers Killed In 2 Ambushes; #India Medical Group Calls For Covid-19 Lockdown #Security https://t.co/GPR1vof0sC https://t.co/mYqckbet12,0,0,2021-05-10 15:06:35,RiskMap,
109,"COVID-19 Second wave in India 🇮🇳
.
.
.
.
.
.

As this is a very crucial time for us, never let yourself to take risk. Everyone of us has to co-operate with the health department.  Stay home and be safe.
.
#lockdown #kerala #india 
@adventure_ms

.
.
.
.
.
.
.
.
.
.
.
.
.
.
#kochi https://t.co/SSUVcBPY1O",0,1,2021-05-10 15:05:03,JUBAIR,"Kerala, India"
110,"In this new episode of the SRHM Podcast, Dr Nuzrath Jahan
discusses her recent commentary on #menstrualhygiene in Chennai #India. Her article is available here: https://t.co/kcNdwCfGMA

Listen to the podcast now: https://t.co/5kze5Dx0ed https://t.co/2U2P1zno9X",2,1,2021-05-10 15:02:29,Sexual and Reproductive Health Matters,Global
111,"#India, reeling under the second #COVID19 wave, has received medical supplies from the US, Russia, France, Germany, the UK, Ireland, Belgium, Romania, Singapore, Sweden and Kuwait. Toon by @MANJULtoons 

https://t.co/spalyZZOpD https://t.co/wwTkqrkEmc",25,8,2021-05-10 15:01:15,Firstpost,"Mumbai, India"
112,"#sabarmati station 🚉 
Anyone travelling or crossing this station be careful a train is changed to #covid-19 ward which permanently stays on p-4 also if #mask is not covering your nose too u will be charged fine.
Stay safe, travel safe. 
#Gujarat #India #coronavirus https://t.co/2qVRLesGe6",0,0,2021-05-10 15:00:55,Vishal RajPurohit,"Chennai, India"
113,"ICYMI: With COVID-19 infections surging in #India and leaving oxygen, medicine, and medical care in short supply, Rinzai Zen priest and climate scientist, Kritee, shares what we can do to help.

https://t.co/DKnsTB051s https://t.co/dRjiFHHkJz",4,2,2021-05-10 15:00:49,Lion's Roar,
114,Canadian Organization to Help Prevent #Covid19 Deaths Among #India’s Most Vulnerable  https://t.co/woI3jwaVxP,2,1,2021-05-10 15:00:28,EIN Presswire: Press Releases,Washington DC
115,"COVID 19 cases in India until : 10/05/2021 20:30

Total Cases: 22909050 [+246502]😅
Active: 3726053🖖🏽
Recovered: 18924371 [+258909]❤
Deaths :248830 [+2682]🙏🏼
Total Tests: 303.75M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot",0,0,2021-05-10 15:00:01,Coronavirus Bot 🇮🇳,
116,"In the midst of this #COVID-19 crisis in #India, we know that people already vulnerable to #poverty and #hunger will be made even more so. Help our members and their local partners protect the most vulnerable by donating today: https://t.co/G6goNgOkWj 🌏 #IndiaCOVIDCrisis https://t.co/iwre0X2ibw",7,3,2021-05-10 14:59:49,Canadian Foodgrains Bank,Canada
117,"Editorial from Saturday: 

#India's COVID-19 emergency https://t.co/Nf8tUwkb8w",0,0,2021-05-10 14:59:34,Juergen Baetz,"Washington, DC"
118,'Black Fungus': A rare disease is blinding recovered Covid_19 patients in India #India #Coronavirus #COVID #BlackFungus #Mucormycosis #COVID19 #COVID19India #Covid_19 https://t.co/Lo6iEWyrhu,0,0,2021-05-10 14:55:00,www.THEPIGEONEXPRESS.com,
119,The availability of a requisite facility with an attached separate bathroom at the residence is necessary for self-isolation. #fitnortheast #health #healthy #healthcare #wellness #northeast #northeastindia #india https://t.co/o45WoQIfT1,0,0,2021-05-10 14:54:04,Fit Northeast,
120,In case you don't think the #COVID19 situation in #India is as bad as it's put out to be https://t.co/AuGGlGHLjf,0,0,2021-05-10 14:52:48,Chace A Nelson,"Washington, DC"
121,India doctors warn of deadly fungal infection in Covid-19 patients https://t.co/mCh70L3ZqI #World #COVID19 #India,0,0,2021-05-10 14:51:03,Digital Journal,Global
122,"#Corona Info for #India:
New Cases: 179752
Today Recovery: 167989
Today Deaths: 1719
Total Active Cases: 3761042
Total Cases: 22842162
Total Recovery: 18833255
Total Deaths: 247865
#Coronavirus  #Covid19 #Covid_19 #SARSCoV2 #StaySafe 

Source: 'CoronaTrackerNepal_bot' #Telegram.",0,0,2021-05-10 14:50:05,World Alert,"Karlsruhe, Germany"
123,DP World and UNICEF send critical medical supplies to help fight Covid-19 in India https://t.co/vJxuvVqsW1 #covid19 #india,0,0,2021-05-10 14:50:05,Flexi Staff,"Dunstable, England"
124,"It is time, we, the citizens of India, understood our own role and responsibility in limiting the spread and transmission of Covid-19.
#COVID19 #IndiaFightsCorona #India #Covid #pandemic2020 https://t.co/ygQ220nxk2",0,0,2021-05-10 14:47:31,Akshay Katad,"Nashik, India"
125,"Manasa Narayanan of The Gryphon on the current state of #India as it grapples with an unprecedented wave of #Covid_19 cases. This article is part of a series called #IndiaInRed, run in collaboration with @TheGryphonLeeds and @Strand_Mag.

https://t.co/UqNt1Y5HCT",1,0,2021-05-10 14:41:54,Roar News,King's College London
126,"4.2/n. @RCRCIndia , A coalition of nonprofits highlights the unique challenges that confront #Rural #India and provides suggestions on how to respond to the second wave of #COVID19 https://t.co/g2rlTDV34B",3,2,2021-05-10 14:41:08,Jeevika,
127,India doctors warn of deadly fungal infection in Covid-19 patients https://t.co/cOsVQVfdhU #Health #India,0,0,2021-05-10 14:40:36,24matins.uk,"Angleterre, Royaume-Uni"
128,"#SonuSood Brings in #OxygenPlant from #France for #COVID19Relief in #India

@SonuSood

https://t.co/0oJQ43ejjt",2,2,2021-05-10 14:39:25,LatestLY,"Mumbai, India"
129,"CNVC Certified Trainers in India have organized daily support calls to give people a chance to share and be heard who are being impacted by COVID-19 there. 
Please share the link below with anyone you know in India who might find it helpful:
https://t.co/yU7CyvTDan

#covid #india https://t.co/w8uh4AvBwG",0,0,2021-05-10 14:30:06,Dian Killian - Work Collaboratively,"Brooklyn, NY"
130,Language shouldn’t be a barrier .read it in English telugu Hindi and ignore mistakes spread information ... share it and spread it .... #plasmadonor  #plasma #covid #covidindia #corona #covid_19 #donor #donors #telugumemes #memes #PlasmaDonors #bbcnews #TimesofIndia #news #India https://t.co/AguiyfSj36,0,0,2021-05-10 14:29:47,SRavanthi,hyderabad
131,"#MEIL supplying medical #oxygen to hospitals in #TS, #AP at free of cost to help #India fight against #Covid-19 pandemic. 🙏🙏🙏 https://t.co/X3AiVap1aC",0,0,2021-05-10 14:23:28,MVR,"Bachupally, Medchal"
132,"The lethal new wave of Covid-19 has left #India gasping for #Oxygen. To combat this acute shortage, #Medikabazaar is trying to procure #OxygenConcentrators from its global partners to fulfill orders from our customers at the earliest. 

Register Now: https://t.co/1Xs5U7FHi6 https://t.co/TjGS0GMkx8",3,0,2021-05-10 14:21:08,Medikabazaar,"Mumbai, India"
133,"Please share this video. Covid 19 situation in India 

https://t.co/AZ94Q5ql7Q
#COVID19 #IndiaNeedsOxygen #India #ModiFailsIndia #Modi",0,0,2021-05-10 14:19:43,MuhammadA91,
134,"In recent weeks, COVID-19 infections and deaths have skyrocketed in #India. Thanks to your support, Operation Blessing is helping provide oxygen for the Philadelphia Hospital in Ambala, India. The goal is to provide oxygen for 60 COVID patients per day for the next two weeks. https://t.co/mzTAXZXbTP",1,0,2021-05-10 14:17:44,Operation Blessing,Virginia Beach
135,Any one in #fakenews are paid 3rd grade #journalists who are showing #Graves #COVIDSecondWave #india #coronavirus dead don’t walk https://t.co/tgJ5jvWkdk,0,0,2021-05-10 14:15:13,naashonomics,San Jose
136,"Covid-19 is surging through #India, resulting in record-breaking numbers of new cases with medicine, oxygen &amp; vaccines in tragically short supply. The humanitarian crisis exposes the country's underlying #human rights issues https://t.co/XtOoSrt7oE",0,0,2021-05-10 14:14:00,Tse Tse Fly Middle East,"London, England"
137,"@ScottMorrisonMP it was #travelban and #fines for ppl from #India. What is the plan for #Malaysia travelers
#Mayalsialockdown 
#indiatravelban 
 #SBS 
#9News 
#TheProject 
https://t.co/QedxUKLELa",0,0,2021-05-10 14:12:14,Himanshu Goyal,"Melbourne, Victoria"
138,"Indian MP drinks cow #urine to stave off #Covid-19 as nation ravaged by virus 

#India 

https://t.co/3Fq2Og90gd",1,0,2021-05-10 14:11:23,Oden,"Helsingborg, Skåne Sweden"
139,#Cooperatives intensify efforts to tackle #Covid19 in #India and #Nepal @IFFCO_PR @SEWAFed @icacoop @ICAAPAC @CooperativesUK #coops #coronavirus https://t.co/UDsGMwJlpN https://t.co/idRPdkyPQL,5,3,2021-05-10 14:11:10,Co-operative News,"Manchester, UK"
140,"Punjab state leaders had been pushing for an ""oxygen corridor"" from Pakistan as the graph of new Covid-19 cases rose from early April, the publication added. #India #Punjab #CovidIndia https://t.co/dKbcxps8t3",0,0,2021-05-10 14:05:43,Salman Faruqui,"Karachi, Pakistan"
141,"@Mtbs92 @HSajwanization 😂🤣🤣as I know #India is a friend of #Israel.  in the real world I have some Indian friends, all anti-Pali. also on social media there’re some &amp; antiPali as well... https://t.co/WUDEb1MgF5",3,0,2021-05-10 14:04:03,sarah,US - IL - ID
142,"MIC ORGANISATION UPDATE

PAN INDIA UPDATE
OXYGEN RESOURCES AVAILABILITY 

VERIFIED UPDATE✅

don't pay in advance.

FOLLOW OUR COVID GUIDE FOR PAN INDIA INFORMATION
https://t.co/tPxlOSMJJj
 #INDIA #COVID19 #CoronaUpdate #leads #India #micorganisation https://t.co/ZTQpVNdHli",0,0,2021-05-10 14:03:14,MIC ORGANISATION INDIA,"Madhya Pradesh, India"
143,"COVID 19 cases in India until : 10/05/2021 19:30

Total Cases: 22750719 [+88171]😅
Active: 3735734🖖🏽
Recovered: 18758509 [+93047]❤
Deaths :246846 [+698]🙏🏼
Total Tests: 303.75M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot",0,0,2021-05-10 14:00:00,Coronavirus Bot 🇮🇳,
144,"INDIA'S COVID19 SURGE 
Delhi’s positivity rate below 20% for 1st time since current wave hit 🙏

#India #COVID19 #COVIDSecondWaveInIndia #DelhiCovid
https://t.co/Mslb72buZl",6,0,2021-05-10 13:52:59,Market News🇱🇰,Sri Lanka
145,"How to #StaySafe While #travelling  in #Pendimic Follow these #UsefulTips
https://t.co/D9n6rIXSQG

#travelblogger #travlinginindia #india #travel #travelsparadise #blogging #TravelTips #COVID19 #blogger #airports",1,1,2021-05-10 13:50:24,Saurabh Travels Paradise,Delhi
146,". @Logitech Donates $2m to India for Covid-19!
#IndiaCovidCrisis #India #IndiaNeedsOxygen #indiacovid #COVID19 #COVIDSecondWaveInIndia #COVID19Vaccination #logitech #Covid #twognews #gaming #gamer #game 
https://t.co/nNJni7fMUB",0,0,2021-05-10 13:46:59,TwogNews,
147,"#India – Salesians continue to help population affected by new wave of #Covid19
 
https://t.co/7rFlFnJftw https://t.co/CJvLHSlbCs",0,0,2021-05-10 13:44:26,SalesianiNfoAgency,Rome
148,"I just spoke with a colleague in #India who's family is being impacted by the #covid19india crisis. Heartbreaking.

Please don't forget that our friends and colleagues in India continue to need our support. A donation. An email of…https://t.co/KgZiuhJn2T https://t.co/CZpiqQWgDn",1,0,2021-05-10 13:40:52,Mitchell Caplan,"New York, NY"
149,"World Aid Arriving In India As COVID Deaths Hit High

#india #covid19 #coronavirus #indiacovidcases #coviddeaths #IndiaCOVID19 #coronaviruscases 

https://t.co/hAe6VXMQKb",0,0,2021-05-10 13:40:02,Business Times,
150,They are saying Third Wave of Covid-19 is on doorstep when second wave is not over yet. With such a careless government and at some extent citizens God Bless India #COVID19 #india,0,1,2021-05-10 13:40:00,Mandar,"Mumbai, India"
151,"Experts criticise India complacency over COVID-19
India is battling a second wave of COVID-19, which has rapidly surpassed its first wave in 2020 in terms of the number of new cases and deaths per day.
https://t.co/eLlzpYNJtS
#india #travel #tourism #covi…https://t.co/9DhxJ4iIj3",1,0,2021-05-10 13:38:40,The PageOne,"Bengaluru, India"
152,"#India
#COVID19
#Coronavirus

What India's COVID-19 Crisis Means for Narendra Modi

Via @Time
 https://t.co/qdULBmFNm4",0,0,2021-05-10 13:37:53,Vichar Swadeshi,India
153,Bodies left floating in Covid-19 hit #India https://t.co/bpZw655zSu,15,1,2021-05-10 13:35:15,Jan Achakzai / جان اچکزئی,
154,"According to the govt., if you get infected after receiving the first vaccine dose or have active COVID-19 symptoms, the second dose of the vaccine should be delayed for at least four to eight weeks after recovery.  #COVID19India #COVIDSecondWaveInIndia #COVID19Vaccination #india https://t.co/L7nGDdH2hq",4,1,2021-05-10 13:32:38,NewsBytes,"Gurgaon, Haryana"
155,"Tragic to see #India report its deadliest day of the pandemic on Saturday. Oxfam teams are working hard to help keep people safe and get urgent medical supplies to hospitals. 

If you're able to, please support our appeal: https://t.co/z2qn9UAMVy https://t.co/uowipo17l0",0,2,2021-05-10 13:32:17,Danny Sriskandarajah,"Oxford, England"
156,"Huge social mixings and large gatherings!  
It’s sad how our own ignorant administration and people made the land fertile for #Covid19 #secondwave . 
⁦@doctorsoumya⁩ speaks. 

#india #vaccine #crisis #WHO  https://t.co/r3xCwTMzC8",1,0,2021-05-10 13:23:40,Anjana Mohan,India
157,"The EU panel discusses the ongoing Covid-19 crisis and ways to further strengthen our strategic partnership. 

More about the summit and India's Bilateral trade with the EU-

https://t.co/1V2hxBfYKM

#EuropeanUnion #european #summit2021 #India #PrimeMinisterNarendraModi https://t.co/uEIlpDa9r9",0,0,2021-05-10 13:23:34,EU Chambers,"मुंबई, भारत"
158,"Shilpa Shetty gets emotional after her family tests positive for COVID-19

https://t.co/2quqbUjK57

@theshilpashetty #ShilpaShetty #testspositive #family #covid19 #coronavirus #coronavirusindia #Bollywood #showbiz #actress #india #Samisha #Khiladi #Baagitv",1,0,2021-05-10 13:20:36,Baaghitv باغی ٹی وی,Pakistan
159,"Why is UK PM under probe and what latest guidelines has India issued in the fight against #Covid_19? Check out Top 5 news with AlShorts 

#borisjohnson #UK #lockdown #COVID19 #Nepal #pmoli #india #SaudiArabia #doublemasking https://t.co/Xawo2Xy33p",1,0,2021-05-10 13:20:34,AlShorts,"Dubai Marina, Dubai"
160,"Very much looking forward to this! Join me next Wednesday if you are interested in #malnutrition, #India and #Covid-19. https://t.co/vGY9r2iwZG",1,0,2021-05-10 13:19:12,Professor Claire Heffernan,
161,"$OTLC .2825

#Covid Therapy
ARTIVeda ™
ARTIHealth ™
PulmoHeal™

#India

#Pancreatic #Leukemia
#AI #nanotechnology #melanoma #RNA

Targeting TGF-β pathway with COVID-19 Drug Candidate ARTIVeda/PulmoHeal Accelerates Recovery from Mild-Moderate COVID

https://t.co/5P44eqWIpS",1,0,2021-05-10 13:18:45,Lone Wolf,Canada
162,"On 9 May, UP was ranked 4 by confirmed #Covid19 cases &amp; deaths, but 25 by testing rate, a lower rate than Sikkim or Tripura, 333 times &amp; 55 times smaller by population. @javedmansari on a #pandemic raging unacknowledged in #India’s most-populous state https://t.co/mbHXrqGkmX",20,17,2021-05-10 13:18:15,Samar Halarnkar,"Bangalore, India"
163,"On 9 May, UP was ranked 4 by confirmed #Covid19 cases &amp; deaths, but 25 by testing rate, a lower rate than Sikkim or Tripura, 333 times &amp; 55 times smaller by population. @javedmansari on a #pandemic raging unacknowledged in #India’s most-populous state https://t.co/YPgXbdZmk5",25,15,2021-05-10 13:17:55,Article 14,
164,13 COVID Patients Died at Chengalpet Hospital Last Week. What Actually Happened? https://t.co/UoXONjiBst via @thewire_in #India,0,0,2021-05-10 13:17:35,Dan Moshenberg,DC/Cape Town
165,"Wear a mask always if you going to Outside. Be safe &amp; Be healthy. 

#maskup #india #maskupindia #stayhome #staysafe #staystrong #covid_19 #protectyourself @ Smart City Aligarh https://t.co/uKyRFHyASu",1,0,2021-05-10 13:16:31,Pradeep Rana,Aligarh U.P.
166,"#Vaccine #Vaccination #CovidVaccination #COVID19 #India #DY365
India becomes fastest country to administer 17 crore doses of COVID-19 vaccine
https://t.co/4SAkXM6OyI",12,0,2021-05-10 13:08:49,DY365,"Guwahati, India"
167,"$OTLC .2825 

Huge 8-K 

Up to $10,000,000 Equity Purchase Agreement with Peak One Opportunity Fund, L.P. 

Included in the 8-K

NO SHORTING Clause 

Destination #Nasdaq #NYSE

Dr. Saran Saund, CBO says
$100m FDA Grant, $13B Potential Revenues in #India

https://t.co/UGxl2KwO1m",2,0,2021-05-10 13:06:42,Lone Wolf,Canada
168,"Until June 5, after entering Poland, a 10-day quarantine is still in force, unless we present a negative Covid-19 test result. The exceptions are: #India, #Brazil and #RPA (isolation can be completed by the test, carried out no earlier than 7 days, from the moment of return). https://t.co/28I8ucbdgr",0,0,2021-05-10 13:02:39,#ASAPwings,Polska
169,Jailed activist Natasha Narwal’s father Mahavir Narwal dies of Covid-19 https://t.co/wYmLFcxSit #India #NatashaNarwal,0,0,2021-05-10 13:02:23,Dan Moshenberg,DC/Cape Town
170,"DR. SHIVANI BHATT CHARITABLE FOUNDATION (SBCF) feels proud to announce👇👇
That, with the help of young &amp; enthusiastic doctors, a free Tele Consultation System has been launched for Covid-19 patients.
📞We have 24 hours available for you
#teleconsultation #corona #WHO #India https://t.co/kKFmNXUDGQ",3,3,2021-05-10 13:01:38,Dr Shivani Foundation,
171,Health workers dying as pandemic in India reaches new heights #India          https://t.co/YDUIrIWpK3,0,0,2021-05-10 13:00:42,Eve O Destruction,"Alberta, Canada"
172,"COVID 19 cases in India until : 10/05/2021 18:30

Total Cases: 22673240 [+10692]😅
Active: 3751460🖖🏽
Recovered: 18665972 [+510]❤
Deaths :246178 [+30]🙏🏼
Total Tests: 303.75M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot",0,0,2021-05-10 13:00:00,Coronavirus Bot 🇮🇳,
173,#India COVID-19 cases continue to surge as calls for national #lockdown grow https://t.co/hQ9lY3Mx3H #CovidIndia #COVID19,0,0,2021-05-10 12:59:32,Faiz Sobhan,Bangladesh
174,"Indian Cricket Captain Virat Kohli Takes Covid-19 Vaccine Jab, Motivates Citizens To Vaccinate 
#India #IndianCricketTeam #CovidVaccine #ViratKohli  https://t.co/SV4vwhIX4g",0,0,2021-05-10 12:58:03,Global Tribune,New Delhi
175,"Lets meet here tomorrow.                                                          #NIICEEvents #COVID-19 Response in #india and #Nepal Full Program Schedule @contactniice https://t.co/2YnmgP4YxK
Please Register for Zoom link. https://t.co/WyoWmrIZqB https://t.co/x8294ieEfb",2,2,2021-05-10 12:45:21,Jagdishor Panday जगदीश्वर पाण्डे,kathmandu
176,"#India’s daily rise in #coronavirus cases has retreated from the 400,000 mark, while its daily rise in deaths also fell after two straight days of more than 4,000 fatalities.

https://t.co/k956m6CcKU https://t.co/a8d789WBrv",6,3,2021-05-10 12:43:53,Al Arabiya English,Dubai
177,"Shilpa Shetty gets emotional after her family tests positive for COVID-19

https://t.co/2quqbUjK57

#ShilpaShetty #testspositive #family #covid19 #coronavirus #coronavirusindia #Bollywood #showbiz #actress #india #Samisha #Khiladi #Baagitv",0,0,2021-05-10 12:40:00,Baaghitv باغی ٹی وی,Pakistan
178,"COVID-19: INS Kolkata carrying medical supplies from Qatar, Kuwait arrives in Mangaluru
https://t.co/eZretkrXFi
#India #Covid19 #Oxygen #Mangaluru #Karnataka #INSKolkata",0,0,2021-05-10 12:39:48,ANI Multimedia,New Delhi
179,"'Secret helping hands of India' in COVID-19 crisis
https://t.co/hKSZijIoZa
@GovtOfIndia_ @PMOIndia @DrSJaishankar@HemantSorenJMM @IndianExpress @htTweets @SonuSood @AnushkaSharma @ShivrajSinghMP @uddhav
@ABPNews @ptcnews 
@PrimeAsiaTV 
#india #helpinghands #covid19",0,0,2021-05-10 12:39:29,Associates Times,"19790 W Dixie Hwy,Miami FL, US"
180,"Sudipto Ghosh of New Delhi-based firm, S. Ghosh &amp; Associates, recalls the spirit of late Indian architect Prof. MN Ashish Ganju who we lost to COVID-19 on May 05, 2021. #India #architecture #tribute
https://t.co/oAYmn7UsSS",1,1,2021-05-10 12:39:18,STIRworld,
181,"Thinktanks at PMO right now : Let's change the definition of Poverty and make them wealthy again
#India #CovidIndia #COVID19India 
#poverty  #JumlaMan #indianeedshelp #dying_democracy

Covid-19 has already pushed 23 crore into poverty - Times of India https://t.co/rw4z01JMhu",0,0,2021-05-10 12:39:05,Sanchit Malik,"Bengaluru, India"
182,"@ndtv He, CM @ArvindKejriwal is only Person ( among all leaders) in India who is doing great for fighting against Covid-19 pandemic. We #India must thank him.
#COVID19
@hrw
@AamAadmiParty",0,0,2021-05-10 12:39:00,Dheerendra Singh,India
183,"Sikhs in New Delhi serving free food to Covid-19 patients and their families
https://t.co/9WcZPacrCM
#India #Covid19 #Mumbai #Maharashtra #Hunger",1,1,2021-05-10 12:38:36,ANI Multimedia,New Delhi
184,▐▐▐ ᴸᴼᴿᴰ ˢᴴᴱᴸᵀᴱᴿ ᴵᴺᴰᴵᴬ ᵁᴺᴰᴱᴿ ᵀᴴᴱ ˢᴴᴬᴰᴼᵂ ᴼᶠ ᵞᴼᵁᴿ ᵂᴵᴺᴳ. ᵂᴱ ᴴᴼᴾᴱ ᴬᴸᴸ ᶠᴬᴹᴵᴸᴵᴱˢ ᴼᵛᴱᴿᶜᴼᴹᴱ ᵀᴴᴵˢ ᵂᴬᵛᴱ ᴼᶠ ᶜᴼᵛᴵᴰ-19. #india https://t.co/UtUqPPTIqW,0,0,2021-05-10 12:38:18,ʜᴇᴄ ᴄʜᴀᴠᴇᴢ,"El Paso, TX"
185,"Join @cheffernan_LIDC, PI of @actionstunting, for a discussion with @patralekha2011 about the effects of #Covid-19 on the already alarming levels of child malnutrition in #India. Sign up here: https://t.co/GF5BoIzd5F https://t.co/mJIODcxJDo",1,0,2021-05-10 12:30:05,LIDC,London
186,#India: state-controlled refiner IOC will implement deeper run cuts this month as oil product stocks build and storage space runs out amid weaker demand from the country's Covid-19 crisis. #oott https://t.co/pnkfpVFRh0,11,8,2021-05-10 12:26:36,Giovanni Staunovo🛢,"Zurich, Switzerland"
187,#Bangladesh PM Hasina reiterates solidarity with #India in fighting COVID-19 https://t.co/3qeAp7w3ky #COVID19India #CovidIndia #COVID19 #CovidPandemic,0,0,2021-05-10 12:24:18,Faiz Sobhan,Bangladesh
188,#UnitedState's  🇺🇸 Covid-19 aid for #India 🇮🇳 touches $500 MILLION.,0,0,2021-05-10 12:22:16,Mervin D'souza,India
189,"Calls for a nationwide lockdown have been growing as the number of new COVID-19 infections and related deaths stood close to record highs in #India, on 10 May. 📷 epa / Idrees Mohammed 

#New Dehli #Covid19India #epaphotos #visualizingtheworld https://t.co/hEjOBPuiiP",2,2,2021-05-10 12:20:32,european pressphoto agency,Worldwide
190,"Last year #May2020 stock markets were extremely #Pessimistic and were overly negative due to Covid 19 impact. Fast forward #May2021, amidst raging pandemic across #India, Markets are charging to All Time Highs and taking a very #Optimistic view of the situation. #FOMO Impact?",1,0,2021-05-10 12:18:51,Ashish Sharma,Mumbai
191,"Whose leg goes higher? Indo-Pak Arms Race &amp; Covid-19

https://t.co/wGNpG9KQsr

#India #Pakistan #IndoPak #ArmRace #IIOK #Kashmir #IndianOccupiedKashmir #International  #TerritorialDispute  #Opinions #Siachin #COVID19 #CoronaVirus #CoronaVirusPakistan #CoronaVirusInda #BaaghiTV",0,0,2021-05-10 12:17:38,Baaghitv باغی ٹی وی,Pakistan
192,"The oxygen concentrators have just left Italy towards #India. In Europe, we are leveraging our scale and resources to support local employees and communities amid the devastating impact of the #COVID19 pandemic. Read more about what we’re doing here: https://t.co/NsCekxhLYz https://t.co/O1LaP51NPs",5,4,2021-05-10 12:13:08,Amazon News EU,Luxembourg
193,"India's COVID-19 cases dip from peak, calls for shutdown mount

#India #Covid19 #QatarDayNews #QatarDay
https://t.co/OBiY5WPFyF",0,0,2021-05-10 12:10:05,Qatar Day- Pulse of Nation,"Doha, Qatar"
194,"Double mutant strain in #India potentially resistant to #vaccine protection, say top WHO scientist #SmartNews #covid19 https://t.co/DleY8BHWrP",0,0,2021-05-10 12:09:49,Verna Smith,United States
195,"YouTuber Rahul Vohra passes away due to Covid-19, Wife Jyoti shares harsh truth of hospitals

#india #national #death #demise #health #COVID19 #actor #youtuber #Youtube #RahulVohra #hospitals #reality #RIPRahul #RIPRahulVohra #justiceforrahulvohra

https://t.co/uW3eh0y78h",3,0,2021-05-10 12:09:38,Su-Niti News,India
196,"Our last short film ""REFLEXION"", created during the 2020 Covid-19 lockdown, has been nominated as an Official Selection in the INDAPURAM INTERNATIONAL SHORT FILM FESTIVAL 2021 in #india!!! :)
.⁠🙂 
.⁠
#filmfestival #quarantine #love #couple #caribbean #martinique #3d #art https://t.co/5llWn4OsVo",4,0,2021-05-10 12:04:53,Alain Bidard,Martinique
197,"More than 860 medics have died in India since the COVID-19 pandemic began, 116 of them in less than a month during the ongoing second wave, according to the head of the Indian Medical Association.
https://t.co/iZd39xdrMN

#India #Covid19 #CoronavirusIndia #medics",0,0,2021-05-10 12:03:29,Catholic Doors,Worldwide
198,"#BREAKING: Delhi reports 12,651 COVID-19-19 cases

- COVID-19-cases &amp; 319 deaths in past 24 hours. 

- 66,234 COVID-19  tests done with 19.10% positivity rate. 

Around 13 deaths per hour in capital

#India
#COVID19India #DelhiFightsCorona #BreakingNews https://t.co/km8vIQshZ1",0,1,2021-05-10 12:03:25,International Leaks,World
199,#Vaccinations are the 'end game' to the #COVID19 crisis in #India https://t.co/DNhrUEoxgP @ABCNews https://t.co/ecAaJa02ve,1,0,2021-05-10 12:02:03,Mahesh Narayanan,"Philadelphia, PA"
200,"In a blog about the #COVID19 crisis in #India, our VP invites donors to consider how they can best support on-the-ground efforts to control the surge, save lives and begin the long road to recovery. She also shares some tips: https://t.co/IYf67FGyWY #CDP4Recovery",0,0,2021-05-10 12:01:18,DisasterPhilanthropy,"Washington, DC"
201,"The pain is indeed real as #India struggles to contain the second wave of the Covid-19 pandemic, which until recently was thought to be under control in the country. 
But could India have prevented this mass tragedy and what can the world do to help? 

https://t.co/MzhdNxuq1e",1,1,2021-05-10 12:01:08,The Analyst,
202,"COVID 19 cases in India until : 10/05/2021 17:30

Total Cases: 22673240 [+10692]😅
Active: 3751460🖖🏽
Recovered: 18665972 [+510]❤
Deaths :246178 [+30]🙏🏼
Total Tests: 303.75M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot",0,0,2021-05-10 12:00:00,Coronavirus Bot 🇮🇳,
